"entrez_id"	"final_symbol"	"ENSG_id"	"gene_symbol"	"Gencode_symbol"	"Aliase"
"109616972"	"SNORA68B"	"ENSG00000201388"	"SNORA68B"	"SNORA68B"	"SNORA68B"
"26779"	"SNORA69"	"ENSG00000206622"	"SNORA69"	"SNORA69"	"RNU69|U69|U69A|SNORA69"
"124900430"	"SNORA70"	"ENSG00000200237"	"LOC124900430"	"SNORA70"	"DXS648E|RNU70|U70|SNORA70"
"100124537"	"SNORA70B"	"ENSG00000206937"	"SNORA70B"	"SNORA70B"	"SNORA70B"
"100124538"	"SNORA70C"	"ENSG00000207268"	"SNORA70C"	"SNORA70C"	"U70C|SNORA70C"
"100379141"	"SNORA70D"	"ENSG00000263666"	"SNORA70D"	"SNORA70D"	"U70D|SNORA70D"
"100379250"	"SNORA70E"	"ENSG00000207221"	"SNORA70E"	"SNORA70E"	"U70E|SNORA70E"
"100337591"	"SNORA70F"	"ENSG00000206869"	"SNORA70F"	"SNORA70F"	"U70F|SNORA70F"
"100379132"	"SNORA70G"	"ENSG00000206650"	"SNORA70G"	"SNORA70G"	"U70G|SNORA70G"
"109616993"	"SNORA70H"	"ENSG00000206637"	"SNORA70H"	"SNORA70H"	"SNORA70H"
"109617008"	"SNORA70I"	"ENSG00000207274"	"SNORA70I"	"SNORA70I"	"SNORA70I"
"109616973"	"SNORA70J"	"ENSG00000206909"	"SNORA70J"	"SNORA70J"	"SNORA70J"
"124904974"	"SNORA71"	"ENSG00000277034"	"LOC124904974"	"SNORA71"	NA
"124904975"	"SNORA71"	"ENSG00000201811"	"LOC124904975"	"SNORA71"	NA
"26775"	"SNORA72"	"ENSG00000207067"	"SNORA72"	"SNORA72"	"RNU72|U72|SNORA72"
"124904362"	"SNORA73"	"ENSG00000199977"	"LOC124904362"	"SNORA73"	NA
"124904363"	"SNORA73"	"ENSG00000201816"	"LOC124904363"	"SNORA73"	NA
"26768"	"SNORA73B"	"ENSG00000200087"	"SNORA73B"	"SNORA73B"	"105A|E1c|RNU105A|RNU17B|U17B|SNORA73B"
"124906140"	"SNORA74"	"ENSG00000272025"	"LOC124906140"	"SNORA74"	NA
"26821"	"SNORA74A"	"ENSG00000200959"	"SNORA74A"	"SNORA74A"	"RNU19|U19|SNORA74A"
"677841"	"SNORA74B"	"ENSG00000212402"	"SNORA74B"	"SNORA74B"	"U19-2|SNORA74B"
"109616974"	"SNORA74C-1"	"ENSG00000265733"	"SNORA74C-1"	"SNORA74C-1"	"SNORA74C-1"
"109617009"	"SNORA74C-2"	"ENSG00000288603"	"SNORA74C-2"	"SNORA74C-2"	"SNORA74C-2"
"109616975"	"SNORA74D"	"ENSG00000252213"	"SNORA74D"	"SNORA74D"	"SNORA74D"
"654321"	"SNORA75"	"ENSG00000206885"	"SNORA75"	"SNORA75"	"SNORA75A|U23|SNORA75"
"124900174"	"SNORA75"	"ENSG00000212620"	"LOC124900174"	"SNORA75"	"SNORA75A|U23|SNORA75"
"109616994"	"SNORA75B"	"ENSG00000206780"	"SNORA75B"	"SNORA75B"	"SNORA75B"
"677843"	"SNORA77"	"ENSG00000221643"	"SNORA77"	"SNORA77"	"ACA63|SNORA77A|SNORA77"
"109617010"	"SNORA77B"	"ENSG00000264346"	"SNORA77B"	"SNORA77B"	"SNORA77B"
"677844"	"SNORA78"	"ENSG00000273587"	"SNORA78"	"SNORA78"	"ACA64|SNORA78"
"677845"	"SNORA79"	"ENSG00000221303"	"SNORA79"	"SNORA79"	"ACA65|SNORA79A|SNORA79"
"109616976"	"SNORA79B"	"ENSG00000222489"	"SNORA79B"	"SNORA79B"	"SNORA79B"
"619563"	"SNORA7A"	"ENSG00000207496"	"SNORA7A"	"SNORA7A"	"ACA7|SNORA7A"
"677797"	"SNORA7B"	"ENSG00000207088"	"SNORA7B"	"SNORA7B"	"ACA7B|SNORA7B"
"654320"	"SNORA8"	"ENSG00000207304"	"SNORA8"	"SNORA8"	"ACA8|SNORA8"
"677846"	"SNORA80A"	"ENSG00000200792"	"SNORA80A"	"SNORA80A"	"ACA67|SNORA80|SNORA80A"
"100302743"	"SNORA80B"	"ENSG00000206633"	"SNORA80B"	"SNORA80B"	"ACA67B|SNORA80B"
"109616959"	"SNORA80C"	"ENSG00000199787"	"SNORA80C"	"SNORA80C"	"SNORA80C"
"109616999"	"SNORA80D"	"ENSG00000207217"	"SNORA80D"	"SNORA80D"	"SNORA80D"
"677823"	"SNORA80E"	"ENSG00000207475"	"SNORA80E"	"SNORA80E"	"ACA42|SNORA42|SNORA80E"
"677847"	"SNORA81"	"ENSG00000221420"	"SNORA81"	"SNORA81"	"HBI-61|SNORA81"
"100124534"	"SNORA84"	"ENSG00000239183"	"SNORA84"	"SNORA84"	"SNORA84"
"677798"	"SNORA9"	"ENSG00000277184"	"SNORA9"	"SNORA9"	"ACA9|SNORA9A|SNORA9"
"109616977"	"SNORA9B"	"ENSG00000206897"	"SNORA9B"	"SNORA9B"	"SNORA9B"
"389084"	"SNORC"	"ENSG00000182600"	"SNORC"	"SNORC"	"ASCL830|C2orf82|UNQ830|SNORC"
"594838"	"SNORD100"	"ENSG00000221500"	"SNORD100"	"SNORD100"	"HBII-429|SNORD100"
"594837"	"SNORD101"	"ENSG00000206754"	"SNORD101"	"SNORD101"	"U101|SNORD101"
"26771"	"SNORD102"	"ENSG00000207500"	"SNORD102"	"SNORD102"	"RNU102|Z18|SNORD102"
"692229"	"SNORD105"	"ENSG00000209645"	"SNORD105"	"SNORD105"	"U105|SNORD105"
"91380"	"SNORD107"	"ENSG00000276314"	"SNORD107"	"SNORD107"	"HBII-436|SNORD107"
"338427"	"SNORD108"	"ENSG00000239014"	"SNORD108"	"SNORD108"	"HBII-437|SNORD108"
"338428"	"SNORD109A"	"ENSG00000274640"	"SNORD109A"	"SNORD109A"	"HBII-438A|SNORD109A"
"338429"	"SNORD109B"	"ENSG00000239169"	"SNORD109B"	"SNORD109B"	"HBII-438B|SNORD109B"
"692058"	"SNORD11"	"ENSG00000238317"	"SNORD11"	"SNORD11"	"HBII-95|SNORD11"
"692213"	"SNORD110"	"ENSG00000221116"	"SNORD110"	"SNORD110"	"HBII-55|SNORD110"
"692214"	"SNORD111"	"ENSG00000221066"	"SNORD111"	"SNORD111"	"HBII-82|SNORD111"
"692215"	"SNORD112"	"ENSG00000275662"	"SNORD112"	"SNORD112"	"14q(0)|SNORD112"
"767561"	"SNORD113-1"	"ENSG00000202191"	"SNORD113-1"	"SNORD113-1"	"14q(I-1)|SNORD113-1"
"767562"	"SNORD113-2"	"ENSG00000212384"	"SNORD113-2"	"SNORD113-2"	"14q(I-2)|SNORD113-2"
"767563"	"SNORD113-3"	"ENSG00000201700"	"SNORD113-3"	"SNORD113-3"	"14q(I-3)|SNORD113-3"
"767564"	"SNORD113-4"	"ENSG00000201672"	"SNORD113-4"	"SNORD113-4"	"14q(I-4)|SNORD113-4"
"767565"	"SNORD113-5"	"ENSG00000272474"	"SNORD113-5"	"SNORD113-5"	"14q(I-5)|SNORD113-5"
"767566"	"SNORD113-6"	"ENSG00000200215"	"SNORD113-6"	"SNORD113-6"	"14q(I-6)|SNORD113-6"
"767567"	"SNORD113-7"	"ENSG00000200632"	"SNORD113-7"	"SNORD113-7"	"14q(I-7)|SNORD113-7"
"767568"	"SNORD113-8"	"ENSG00000200367"	"SNORD113-8"	"SNORD113-8"	"14q(I-8)|SNORD113-8"
"767569"	"SNORD113-9"	"ENSG00000201950"	"SNORD113-9"	"SNORD113-9"	"14q(I-9)|SNORD113-9"
"767577"	"SNORD114-1"	"ENSG00000199575"	"SNORD114-1"	"SNORD114-1"	"14q(II-1)|SNORD114-1"
"767588"	"SNORD114-10"	"ENSG00000200279"	"SNORD114-10"	"SNORD114-10"	"14q(II-10)|SNORD114-10"
"767589"	"SNORD114-11"	"ENSG00000200608"	"SNORD114-11"	"SNORD114-11"	"14q(II-11)|SNORD114-11"
"767590"	"SNORD114-12"	"ENSG00000202270"	"SNORD114-12"	"SNORD114-12"	"14q(II-12)|SNORD114-12"
"767591"	"SNORD114-13"	"ENSG00000201247"	"SNORD114-13"	"SNORD114-13"	"14q(II-13)|SNORD114-13"
"767592"	"SNORD114-14"	"ENSG00000199593"	"SNORD114-14"	"SNORD114-14"	"14q(II-14)|SNORD114-14"
"767593"	"SNORD114-15"	"ENSG00000201557"	"SNORD114-15"	"SNORD114-15"	"14q(II-15)|SNORD114-15"
"767594"	"SNORD114-16"	"ENSG00000199914"	"SNORD114-16"	"SNORD114-16"	"14q(II-16)|SNORD114-16"
"767595"	"SNORD114-17"	"ENSG00000201569"	"SNORD114-17"	"SNORD114-17"	"14q(II-17)|SNORD114-17"
"767596"	"SNORD114-18"	"ENSG00000202142"	"SNORD114-18"	"SNORD114-18"	"14q(II-18)|SNORD114-18"
"767597"	"SNORD114-19"	"ENSG00000199942"	"SNORD114-19"	"SNORD114-19"	"14q(II-19)|SNORD114-19"
"767578"	"SNORD114-2"	"ENSG00000200823"	"SNORD114-2"	"SNORD114-2"	"14q(II-2)|SNORD114-2"
"767598"	"SNORD114-20"	"ENSG00000202048"	"SNORD114-20"	"SNORD114-20"	"14q(II-20)|SNORD114-20"
"767599"	"SNORD114-21"	"ENSG00000272344"	"SNORD114-21"	"SNORD114-21"	"14q(II-21)|SNORD114-21"
"767600"	"SNORD114-22"	"ENSG00000202293"	"SNORD114-22"	"SNORD114-22"	"14q(II-22)|SNORD114-22"
"767603"	"SNORD114-23"	"ENSG00000200406"	"SNORD114-23"	"SNORD114-23"	"14q(II-23)|SNORD114-23"
"767604"	"SNORD114-24"	"ENSG00000201899"	"SNORD114-24"	"SNORD114-24"	"14q(II-24)|SNORD114-24"
"767605"	"SNORD114-25"	"ENSG00000200612"	"SNORD114-25"	"SNORD114-25"	"14q(II-25)|SNORD114-25"
"767606"	"SNORD114-26"	"ENSG00000200413"	"SNORD114-26"	"SNORD114-26"	"14q(II-26)|SNORD114-26"
"767608"	"SNORD114-27"	"ENSG00000200636"	"SNORD114-27"	"SNORD114-27"	"14q(II-27)|SNORD114-27"
"767609"	"SNORD114-28"	"ENSG00000200480"	"SNORD114-28"	"SNORD114-28"	"14q(II-28)|SNORD114-28"
"767610"	"SNORD114-29"	"ENSG00000201689"	"SNORD114-29"	"SNORD114-29"	"14q(II-29)|SNORD114-29"
"767579"	"SNORD114-3"	"ENSG00000201839"	"SNORD114-3"	"SNORD114-3"	"14q(II-3)|SNORD114-3"
"767611"	"SNORD114-30"	"ENSG00000201318"	"SNORD114-30"	"SNORD114-30"	"14q(II-30)|SNORD114-30"
"767612"	"SNORD114-31"	"ENSG00000200089"	"SNORD114-31"	"SNORD114-31"	"14q(II-31)|SNORD114-31"
"767581"	"SNORD114-5"	"ENSG00000199798"	"SNORD114-5"	"SNORD114-5"	"14q(II-5)|SNORD114-5"
"767582"	"SNORD114-6"	"ENSG00000201263"	"SNORD114-6"	"SNORD114-6"	"14q(II-6)|SNORD114-6"
"767583"	"SNORD114-7"	"ENSG00000199390"	"SNORD114-7"	"SNORD114-7"	"14q(II-7)|SNORD114-7"
"767585"	"SNORD114-9"	"ENSG00000201240"	"SNORD114-9"	"SNORD114-9"	"14q(II-9)|SNORD114-9"
"338433"	"SNORD115-1"	"ENSG00000201831"	"SNORD115-1"	"SNORD115-1"	"HBII-52-1|RNHBII52|SNORD115-1"
"100033447"	"SNORD115-10"	"ENSG00000201943"	"SNORD115-10"	"SNORD115-10"	"HBII-52-10|SNORD115-10"
"100033448"	"SNORD115-11"	"ENSG00000200486"	"SNORD115-11"	"SNORD115-11"	"HBII-52-11|SNORD115-11"
"100033449"	"SNORD115-12"	"ENSG00000199453"	"SNORD115-12"	"SNORD115-12"	"HBII-52-12|SNORD115-12"
"100033450"	"SNORD115-13"	"ENSG00000273835"	"SNORD115-13"	"SNORD115-13"	"HBII-52-13|SNORD115-13"
"100033451"	"SNORD115-14"	"ENSG00000199960"	"SNORD115-14"	"SNORD115-14"	"HBII-52-14|SNORD115-14"
"100033453"	"SNORD115-15"	"ENSG00000201679"	"SNORD115-15"	"SNORD115-15"	"HBII-52-15|SNORD115-15"
"100033454"	"SNORD115-16"	"ENSG00000200757"	"SNORD115-16"	"SNORD115-16"	"HBII-52-16|SNORD115-16"
"100033455"	"SNORD115-17"	"ENSG00000201482"	"SNORD115-17"	"SNORD115-17"	"HBII-52-17|SNORD115-17"
"100033456"	"SNORD115-18"	"ENSG00000200163"	"SNORD115-18"	"SNORD115-18"	"HBII-52-18|SNORD115-18"
"100033458"	"SNORD115-19"	"ENSG00000199968"	"SNORD115-19"	"SNORD115-19"	"HBII-52-19|SNORD115-19"
"100033437"	"SNORD115-2"	"ENSG00000199712"	"SNORD115-2"	"SNORD115-2"	"HBII-52-2|SNORD115-2"
"100033460"	"SNORD115-20"	"ENSG00000201969"	"SNORD115-20"	"SNORD115-20"	"HBII-52-20|SNORD115-20"
"100033603"	"SNORD115-21"	"ENSG00000199833"	"SNORD115-21"	"SNORD115-21"	"HBII-52-21|SNORD115-21"
"100033799"	"SNORD115-22"	"ENSG00000201326"	"SNORD115-22"	"SNORD115-22"	"HBII-52-22|SNORD115-22"
"100033800"	"SNORD115-23"	"ENSG00000201331"	"SNORD115-23"	"SNORD115-23"	"HBII-52-23|SNORD115-23"
"100033801"	"SNORD115-25"	"ENSG00000199489"	"SNORD115-25"	"SNORD115-25"	"HBII-52-25|SNORD115-25"
"100033802"	"SNORD115-26"	"ENSG00000275524"	"SNORD115-26"	"SNORD115-26"	"HBII-52-26|SNORD115-26"
"100036564"	"SNORD115-27"	"ENSG00000201300"	"SNORD115-27"	"SNORD115-27"	"HBII-52-27|SNORD115-27"
"100036565"	"SNORD115-28"	"ENSG00000200801"	"SNORD115-28"	"SNORD115-28"	"HBII-52-28|SNORD115-28"
"100033803"	"SNORD115-29"	"ENSG00000199704"	"SNORD115-29"	"SNORD115-29"	"HBII-52-29|SNORD115-29"
"100033440"	"SNORD115-3"	"ENSG00000199970"	"SNORD115-3"	"SNORD115-3"	"HBII-52-3|SNORD115-3"
"100033804"	"SNORD115-30"	"ENSG00000200987"	"SNORD115-30"	"SNORD115-30"	"HBII-52-30|SNORD115-30"
"100033805"	"SNORD115-31"	"ENSG00000202188"	"SNORD115-31"	"SNORD115-31"	"HBII-52-31|SNORD115-31"
"100033806"	"SNORD115-32"	"ENSG00000200949"	"SNORD115-32"	"SNORD115-32"	"HBII-52-32|SNORD115-32"
"100033807"	"SNORD115-33"	"ENSG00000200593"	"SNORD115-33"	"SNORD115-33"	"HBII-52-33|SNORD115-33"
"100033808"	"SNORD115-34"	"ENSG00000199311"	"SNORD115-34"	"SNORD115-34"	"HBII-52-34|SNORD115-34"
"100033809"	"SNORD115-35"	"ENSG00000201992"	"SNORD115-35"	"SNORD115-35"	"HBII-52-35|SNORD115-35"
"100033810"	"SNORD115-36"	"ENSG00000202499"	"SNORD115-36"	"SNORD115-36"	"HBII-52-36|SNORD115-36"
"100033811"	"SNORD115-37"	"ENSG00000200638"	"SNORD115-37"	"SNORD115-37"	"HBII-52-37|SNORD115-37"
"100033812"	"SNORD115-38"	"ENSG00000201907"	"SNORD115-38"	"SNORD115-38"	"HBII-52-38|SNORD115-38"
"100033813"	"SNORD115-39"	"ENSG00000200564"	"SNORD115-39"	"SNORD115-39"	"HBII-52-39|SNORD115-39"
"100033441"	"SNORD115-4"	"ENSG00000200680"	"SNORD115-4"	"SNORD115-4"	"HBII-52-4|SNORD115-4"
"100033814"	"SNORD115-40"	"ENSG00000272460"	"SNORD115-40"	"SNORD115-40"	"HBII-52-40|SNORD115-40"
"100033815"	"SNORD115-41"	"ENSG00000200478"	"SNORD115-41"	"SNORD115-41"	"HBII-52-41|SNORD115-41"
"100033816"	"SNORD115-42"	"ENSG00000201143"	"SNORD115-42"	"SNORD115-42"	"HBII-52-42|SNORD115-42"
"100033817"	"SNORD115-43"	"ENSG00000202373"	"SNORD115-43"	"SNORD115-43"	"HBII-52-43|SNORD115-43"
"100033818"	"SNORD115-44"	"ENSG00000202261"	"SNORD115-44"	"SNORD115-44"	"HBII-52-44|SNORD115-44"
"100873857"	"SNORD115-46"	"ENSG00000276844"	"SNORD115-46"	"SNORD115-46"	"HBII-52-46|SNORD115-46"
"100033822"	"SNORD115-48"	"ENSG00000201634"	"SNORD115-48"	"SNORD115-48"	"HBII-52-48|SNORD115-48"
"100033442"	"SNORD115-5"	"ENSG00000200503"	"SNORD115-5"	"SNORD115-5"	"HBII-52-5|SNORD115-5"
"100033443"	"SNORD115-6"	"ENSG00000200812"	"SNORD115-6"	"SNORD115-6"	"HBII-52-6|SNORD115-6"
"100033444"	"SNORD115-7"	"ENSG00000278089"	"SNORD115-7"	"SNORD115-7"	"HBII-52-7|SNORD115-7"
"100033445"	"SNORD115-8"	"ENSG00000200726"	"SNORD115-8"	"SNORD115-8"	"HBII-52-8|SNORD115-8"
"100033446"	"SNORD115-9"	"ENSG00000199782"	"SNORD115-9"	"SNORD115-9"	"HBII-52-9|SNORD115-9"
"124903255"	"SNORD116"	"ENSG00000212553"	"LOC124903255"	"SNORD116"	NA
"124904778"	"SNORD116"	"ENSG00000202498"	"LOC124904778"	"SNORD116"	NA
"100033422"	"SNORD116-10"	"ENSG00000200661"	"SNORD116-10"	"SNORD116-10"	"HBII-85-10|SNORD116-10"
"100033423"	"SNORD116-11"	"ENSG00000206609"	"SNORD116-11"	"SNORD116-11"	"HBII-85-11|SNORD116-11"
"100873856"	"SNORD116-30"	"ENSG00000252277"	"SNORD116-30"	"SNORD116-30"	"HBII-85-30|SNORD116-30"
"692233"	"SNORD117"	"ENSG00000201785"	"SNORD117"	"SNORD117"	"U83|SNORD117"
"727676"	"SNORD118"	"ENSG00000200463"	"SNORD118"	"SNORD118"	"LCC|U8|SNORD118"
"692057"	"SNORD12"	"ENSG00000212304"	"SNORD12"	"SNORD12"	"HBII-99|MIR1259|MIRN1259|SNORD12"
"100113379"	"SNORD121A"	"ENSG00000238886"	"SNORD121A"	"SNORD121A"	"SNORD121A"
"101340252"	"SNORD121B"	"ENSG00000238300"	"SNORD121B"	"SNORD121B"	"SNORD121B"
"101340251"	"SNORD124"	"ENSG00000238793"	"SNORD124"	"SNORD124"	"SNORD124"
"100113380"	"SNORD125"	"ENSG00000239127"	"SNORD125"	"SNORD125"	"SNORD125"
"692084"	"SNORD13"	"ENSG00000239039"	"SNORD13"	"SNORD13"	"RNU13|SNORD13A|U13|SNORD13"
"109617020"	"SNORD13E"	"ENSG00000238311"	"SNORD13E"	"SNORD13E"	"SNORD13E"
"26822"	"SNORD14A"	"ENSG00000272034"	"SNORD14A"	"SNORD14A"	"RNU14|RNU14A|U14|U14-S13-5|SNORD14A"
"85389"	"SNORD14C"	"ENSG00000202252"	"SNORD14C"	"SNORD14C"	"SNORD14C"
"85390"	"SNORD14D"	"ENSG00000207118"	"SNORD14D"	"SNORD14D"	"SNORD14D"
"85391"	"SNORD14E"	"ENSG00000200879"	"SNORD14E"	"SNORD14E"	"SNORD14E"
"6079"	"SNORD15A"	"ENSG00000206941"	"SNORD15A"	"SNORD15A"	"RNU15A|SNORNA|U15A|SNORD15A"
"114599"	"SNORD15B"	"ENSG00000207445"	"SNORD15B"	"SNORD15B"	"RNU15B|U15B|SNORD15B"
"692086"	"SNORD17"	"ENSG00000212232"	"SNORD17"	"SNORD17"	"HBI-43|SNORD17"
"124903590"	"SNORD18"	"ENSG00000200677"	"LOC124903590"	"SNORD18"	NA
"124906141"	"SNORD18"	"ENSG00000238503"	"LOC124906141"	"SNORD18"	NA
"595098"	"SNORD18A"	"ENSG00000200623"	"SNORD18A"	"SNORD18A"	"U18A|SNORD18A"
"595099"	"SNORD18B"	"ENSG00000202529"	"SNORD18B"	"SNORD18B"	"U18B|SNORD18B"
"595100"	"SNORD18C"	"ENSG00000199574"	"SNORD18C"	"SNORD18C"	"U18C|SNORD18C"
"677849"	"SNORD1B"	"ENSG00000199961"	"SNORD1B"	"SNORD1B"	"R38B|snR38B|SNORD1B"
"6082"	"SNORD20"	"ENSG00000207280"	"SNORD20"	"SNORD20"	"RNU20|U20|SNORD20"
"6083"	"SNORD21"	"ENSG00000206680"	"SNORD21"	"SNORD21"	"RNU21|U21|SNORD21"
"9304"	"SNORD22"	"ENSG00000277194"	"SNORD22"	"SNORD22"	"RNU22|U22|SNORD22"
"124900306"	"SNORD22"	"ENSG00000278527"	"LOC124900306"	"SNORD22"	"RNU22|U22|SNORD22"
"692091"	"SNORD23"	"ENSG00000221803"	"SNORD23"	"SNORD23"	"HBII-115|SNORD23"
"26820"	"SNORD24"	"ENSG00000206611"	"SNORD24"	"SNORD24"	"RNU24|U24|SNORD24"
"9303"	"SNORD25"	"ENSG00000275043"	"SNORD25"	"SNORD25"	"RNU25|U25|SNORD25"
"9302"	"SNORD26"	"ENSG00000276788"	"SNORD26"	"SNORD26"	"RNU26|U26|SNORD26"
"9301"	"SNORD27"	"ENSG00000275996"	"SNORD27"	"SNORD27"	"RNU27|U27|SNORD27"
"124900339"	"SNORD27"	"ENSG00000252128"	"LOC124900339"	"SNORD27"	"RNU27|U27|SNORD27"
"9300"	"SNORD28"	"ENSG00000274544"	"SNORD28"	"SNORD28"	"RNU28|SNORD28A|U28|SNORD28"
"109617011"	"SNORD28B"	"ENSG00000212295"	"SNORD28B"	"SNORD28B"	"SNORD28B"
"9299"	"SNORD30"	"ENSG00000277846"	"SNORD30"	"SNORD30"	"RNU30|U30|SNORD30"
"124900490"	"SNORD30"	"ENSG00000212611"	"LOC124900490"	"SNORD30"	"RNU30|U30|SNORD30"
"109616978"	"SNORD31B"	"ENSG00000201847"	"SNORD31B"	"SNORD31B"	"SNORD31B"
"26819"	"SNORD32A"	"ENSG00000201675"	"SNORD32A"	"SNORD32A"	"RNU32|U32|U32A|SNORD32A"
"692092"	"SNORD32B"	"ENSG00000201330"	"SNORD32B"	"SNORD32B"	"U32B|SNORD32B"
"26818"	"SNORD33"	"ENSG00000199631"	"SNORD33"	"SNORD33"	"RNU33|U33|SNORD33"
"26817"	"SNORD34"	"ENSG00000202503"	"SNORD34"	"SNORD34"	"RNU34|U34|SNORD34"
"26816"	"SNORD35A"	"ENSG00000200259"	"SNORD35A"	"SNORD35A"	"RNU35|RNU35A|U35|SNORD35A"
"26815"	"SNORD36A"	"ENSG00000199744"	"SNORD36A"	"SNORD36A"	"RNU36A|U36a|SNORD36A"
"26813"	"SNORD36C"	"ENSG00000252542"	"SNORD36C"	"SNORD36C"	"RNU36C|U36c|SNORD36C"
"26812"	"SNORD37"	"ENSG00000206775"	"SNORD37"	"SNORD37"	"RNU37|U37|SNORD37"
"94162"	"SNORD38A"	"ENSG00000202031"	"SNORD38A"	"SNORD38A"	"RNU38A|U38A|SNORD38A"
"94163"	"SNORD38B"	"ENSG00000281859"	"SNORD38B"	"SNORD38B"	"RNU38B|U38B|SNORD38B"
"109617024"	"SNORD38C"	"ENSG00000207109"	"SNORD38C"	"SNORD38C"	"SNORD38C"
"109616979"	"SNORD38D"	"ENSG00000207199"	"SNORD38D"	"SNORD38D"	"SNORD38D"
"124900282"	"SNORD39"	"ENSG00000264379"	"LOC124900282"	"SNORD39"	NA
"124900521"	"SNORD39"	"ENSG00000263723"	"LOC124900521"	"SNORD39"	NA
"780854"	"SNORD3D"	"ENSG00000281000"	"SNORD3D"	"SNORD3D"	"RNU3-4|U3-4|SNORD3D"
"109617015"	"SNORD3E"	"ENSG00000280704"	"SNORD3E"	"SNORD3E"	"SNORD3E"
"109616984"	"SNORD3G"	"ENSG00000199666"	"SNORD3G"	"SNORD3G"	"SNORD3G"
"109617016"	"SNORD3H"	"ENSG00000207215"	"SNORD3H"	"SNORD3H"	"SNORD3H"
"109616985"	"SNORD3J"	"ENSG00000221400"	"SNORD3J"	"SNORD3J"	"SNORD3J"
"26810"	"SNORD41"	"ENSG00000209702"	"SNORD41"	"SNORD41"	"RNU41|U41|SNORD41"
"124900890"	"SNORD42"	"ENSG00000202440"	"LOC124900890"	"SNORD42"	NA
"124905171"	"SNORD42"	"ENSG00000201209"	"LOC124905171"	"SNORD42"	NA
"26809"	"SNORD42A"	"ENSG00000238649"	"SNORD42A"	"SNORD42A"	"RNU42A|U42|U42A|SNORD42A"
"26808"	"SNORD42B"	"ENSG00000238423"	"SNORD42B"	"SNORD42B"	"RNU42B|U42B|SNORD42B"
"26807"	"SNORD43"	"ENSG00000263764"	"SNORD43"	"SNORD43"	"RNU43|U43|SNORD43"
"26805"	"SNORD45A"	"ENSG00000207241"	"SNORD45A"	"SNORD45A"	"RNU45A|U45a|SNORD45A"
"26804"	"SNORD45B"	"ENSG00000201487"	"SNORD45B"	"SNORD45B"	"RNU45B|U45b|SNORD45B"
"692085"	"SNORD45C"	"ENSG00000206620"	"SNORD45C"	"SNORD45C"	"U45C|SNORD45C"
"94161"	"SNORD46"	"ENSG00000200913"	"SNORD46"	"SNORD46"	"RNU40|RNU46|U40|U46|SNORD46"
"26801"	"SNORD48"	"ENSG00000201823"	"SNORD48"	"SNORD48"	"RNU48|U48|SNORD48"
"26800"	"SNORD49A"	"ENSG00000277370"	"SNORD49A"	"SNORD49A"	"RNU49|U49|U49A|SNORD49A"
"26773"	"SNORD4A"	"ENSG00000238578"	"SNORD4A"	"SNORD4A"	"RNU101A|Z17A|mgh18S-121|SNORD4A"
"26772"	"SNORD4B"	"ENSG00000238597"	"SNORD4B"	"SNORD4B"	"RNU101B|Z17B|SNORD4B"
"692072"	"SNORD5"	"ENSG00000239195"	"SNORD5"	"SNORD5"	"mgh28S-2410|SNORD5"
"26797"	"SNORD52"	"ENSG00000201754"	"SNORD52"	"SNORD52"	"RNU52|U52|SNORD52"
"26796"	"SNORD53"	"ENSG00000265145"	"SNORD53"	"SNORD53"	"RNU53|SNORD53A|U53|SNORD53"
"109617012"	"SNORD53B"	"ENSG00000265706"	"SNORD53B"	"SNORD53B"	"SNORD53B"
"26795"	"SNORD54"	"ENSG00000238650"	"SNORD54"	"SNORD54"	"RNU54|U54|SNORD54"
"26811"	"SNORD55"	"ENSG00000264294"	"SNORD55"	"SNORD55"	"RNU39|RNU55|SNORD39|U39|U55|SNORD55"
"26793"	"SNORD56"	"ENSG00000229686"	"SNORD56"	"SNORD56"	"RNU56|U56|SNORD56"
"319139"	"SNORD56B"	"ENSG00000207444"	"SNORD56B"	"SNORD56B"	"RNU56B|SNORD56B"
"26792"	"SNORD57"	"ENSG00000226572"	"SNORD57"	"SNORD57"	"RNU57|U57|SNORD57"
"124903416"	"SNORD58"	"ENSG00000212615"	"LOC124903416"	"SNORD58"	NA
"26791"	"SNORD58A"	"ENSG00000206602"	"SNORD58A"	"SNORD58A"	"RNU58A|U58a|SNORD58A"
"26790"	"SNORD58B"	"ENSG00000271982"	"SNORD58B"	"SNORD58B"	"RNU58B|U58b|SNORD58B"
"26789"	"SNORD59A"	"ENSG00000207031"	"SNORD59A"	"SNORD59A"	"RNU59|U59|SNORD59A"
"692075"	"SNORD6"	"ENSG00000202314"	"SNORD6"	"SNORD6"	"mgh28S-2412|SNORD6"
"26788"	"SNORD60"	"ENSG00000206630"	"SNORD60"	"SNORD60"	"RNU60|U60|SNORD60"
"26787"	"SNORD61"	"ENSG00000206979"	"SNORD61"	"SNORD61"	"HBII-342|RNU61|U61|SNORD61"
"124902338"	"SNORD62"	"ENSG00000199411"	"LOC124902338"	"SNORD62"	NA
"26786"	"SNORD62A"	"ENSG00000235284"	"SNORD62A"	"SNORD62A"	"RNU62|U62|U62A|SNORD62A"
"692093"	"SNORD62B"	"ENSG00000231587"	"SNORD62B"	"SNORD62B"	"U62|U62B|SNORD62B"
"26785"	"SNORD63"	"ENSG00000206989"	"SNORD63"	"SNORD63"	"RNU63|SNORD63A|U63|SNORD63"
